Data supplied by UK-AIR on 1/6/2026
All Data GMT hour ending 
Status: R =Ratified P=Provisional,P*=As supplied
,,London Bloomsbury,,,,,,,,,,,,,,,,,,,,,,,
Date,time,"PM<sub>10</sub> particulate matter (Hourly measured)",status,unit,"Nitric oxide",status,unit,"Nitrogen dioxide",status,unit,"Nitrogen oxides as nitrogen dioxide",status,unit,"Ozone",status,unit,"PM<sub>2.5</sub> particulate matter (Hourly measured)",status,unit,"Sulphur dioxide",status,unit
04-02-2026,09:00,14.600,P,ugm-3 (FIDAS),4.20463,P,ugm-3,42.29918,P,ugm-3,48.74619,P,ugm-3,35.23104,P,ugm-3,6.698,P,ugm-3 (Ref.eq),0.00000,P,ugm-3
04-02-2026,10:00,18.475,P,ugm-3 (FIDAS),6.95939,P,ugm-3,39.35661,P,ugm-3,50.02752,P,ugm-3,40.89795,P,ugm-3,7.712,P,ugm-3 (Ref.eq),0.06574,P,ugm-3
04-02-2026,11:00,15.575,P,ugm-3 (FIDAS),8.19178,P,ugm-3,38.13549,P,ugm-3,50.69604,P,ugm-3,42.98294,P,ugm-3,7.146,P,ugm-3 (Ref.eq),0.35058,P,ugm-3
04-02-2026,12:00,16.450,P,ugm-3 (FIDAS),11.34525,P,ugm-3,38.59268,P,ugm-3,55.98848,P,ugm-3,41.53949,P,ugm-3,7.311,P,ugm-3 (Ref.eq),0.46014,P,ugm-3
04-02-2026,13:00,18.275,P,ugm-3 (FIDAS),13.66504,P,ugm-3,42.89081,P,ugm-3,63.84358,P,ugm-3,35.97950,P,ugm-3,8.868,P,ugm-3 (Ref.eq),0.32867,P,ugm-3
04-02-2026,14:00,14.850,P,ugm-3 (FIDAS),14.96993,P,ugm-3,48.24372,P,ugm-3,71.19729,P,ugm-3,32.82528,P,ugm-3,6.887,P,ugm-3 (Ref.eq),0.78880,P,ugm-3
04-02-2026,15:00,10.975,P,ugm-3 (FIDAS),13.77378,P,ugm-3,48.12794,P,ugm-3,69.24744,P,ugm-3,34.74989,P,ugm-3,4.788,P,ugm-3 (Ref.eq),0.92027,P,ugm-3
04-02-2026,16:00,12.825,P,ugm-3 (FIDAS),11.38149,P,ugm-3,48.56489,P,ugm-3,66.01627,P,ugm-3,40.63064,P,ugm-3,4.976,P,ugm-3 (Ref.eq),1.44614,P,ugm-3
04-02-2026,17:00,13.700,P,ugm-3 (FIDAS),14.89743,P,ugm-3,60.16538,P,ugm-3,83.00780,P,ugm-3,24.21800,P,ugm-3,6.392,P,ugm-3 (Ref.eq),2.23494,P,ugm-3
04-02-2026,18:00,15.975,P,ugm-3 (FIDAS),12.83137,P,ugm-3,57.76232,P,ugm-3,77.43680,P,ugm-3,20.74301,P,ugm-3,7.783,P,ugm-3 (Ref.eq),0.98600,P,ugm-3
04-02-2026,19:00,13.225,P,ugm-3 (FIDAS),13.62880,P,ugm-3,57.93236,P,ugm-3,78.82955,P,ugm-3,21.11724,P,ugm-3,7.241,P,ugm-3 (Ref.eq),1.57761,P,ugm-3
04-02-2026,20:00,14.675,P,ugm-3 (FIDAS),11.85270,P,ugm-3,55.86461,P,ugm-3,74.03850,P,ugm-3,21.49147,P,ugm-3,7.642,P,ugm-3 (Ref.eq),1.24894,P,ugm-3
04-02-2026,21:00,14.850,P,ugm-3 (FIDAS),11.41774,P,ugm-3,56.64296,P,ugm-3,74.14992,P,ugm-3,17.48187,P,ugm-3,8.443,P,ugm-3 (Ref.eq),0.85454,P,ugm-3
04-02-2026,22:00,16.300,P,ugm-3 (FIDAS),10.65656,P,ugm-3,54.52320,P,ugm-3,70.86303,P,ugm-3,19.56686,P,ugm-3,8.632,P,ugm-3 (Ref.eq),1.64334,P,ugm-3
04-02-2026,23:00,18.075,P,ugm-3 (FIDAS),11.67147,P,ugm-3,53.18987,P,ugm-3,71.08587,P,ugm-3,19.08571,P,ugm-3,10.472,P,ugm-3 (Ref.eq),1.24894,P,ugm-3
04-02-2026,24:00,21.175,P,ugm-3 (FIDAS),12.21517,P,ugm-3,51.74339,P,ugm-3,70.47306,P,ugm-3,16.03841,P,ugm-3,13.043,P,ugm-3 (Ref.eq),1.38041,P,ugm-3
05-02-2026,01:00,22.275,P,ugm-3 (FIDAS),14.50723,P,ugm-3,51.68562,P,ugm-3,73.92973,P,ugm-3,14.83278,P,ugm-3,14.080,P,ugm-3 (Ref.eq),1.66546,P,ugm-3
05-02-2026,02:00,17.800,P,ugm-3 (FIDAS),10.30014,P,ugm-3,42.90466,P,ugm-3,58.69798,P,ugm-3,20.53770,P,ugm-3,12.241,P,ugm-3 (Ref.eq),1.75312,P,ugm-3
05-02-2026,03:00,17.275,P,ugm-3 (FIDAS),9.75611,P,ugm-3,38.98353,P,ugm-3,53.94270,P,ugm-3,20.64466,P,ugm-3,11.910,P,ugm-3 (Ref.eq),1.84077,P,ugm-3
05-02-2026,04:00,15.775,P,ugm-3 (FIDAS),11.24311,P,ugm-3,41.38449,P,ugm-3,58.62368,P,ugm-3,17.91700,P,ugm-3,11.557,P,ugm-3 (Ref.eq),1.51206,P,ugm-3
05-02-2026,05:00,15.200,P,ugm-3 (FIDAS),12.73010,P,ugm-3,40.21898,P,ugm-3,59.73819,P,ugm-3,18.45184,P,ugm-3,11.462,P,ugm-3 (Ref.eq),0.98613,P,ugm-3
05-02-2026,06:00,15.375,P,ugm-3 (FIDAS),9.61104,P,ugm-3,35.02653,P,ugm-3,49.76325,P,ugm-3,22.30266,P,ugm-3,11.934,P,ugm-3 (Ref.eq),0.72316,P,ugm-3
05-02-2026,07:00,14.550,P,ugm-3 (FIDAS),12.25861,P,ugm-3,37.87699,P,ugm-3,56.67327,P,ugm-3,19.46803,P,ugm-3,12.005,P,ugm-3 (Ref.eq),0.59168,P,ugm-3
05-02-2026,08:00,13.825,P,ugm-3 (FIDAS),13.81814,P,ugm-3,41.44842,P,ugm-3,62.63594,P,ugm-3,15.34979,P,ugm-3,11.557,P,ugm-3 (Ref.eq),0.46019,P,ugm-3
05-02-2026,09:00,16.725,P,ugm-3 (FIDAS),14.97872,P,ugm-3,42.17656,P,ugm-3,65.14361,P,ugm-3,14.06619,P,ugm-3,12.311,P,ugm-3 (Ref.eq),0.39445,P,ugm-3
05-02-2026,10:00,23.300,P,ugm-3 (FIDAS),17.29988,P,ugm-3,43.01985,P,ugm-3,69.54596,P,ugm-3,12.24774,P,ugm-3,15.425,P,ugm-3 (Ref.eq),,,
05-02-2026,11:00,18.450,P,ugm-3 (FIDAS),21.28936,P,ugm-3,45.81887,P,ugm-3,78.46211,P,ugm-3,10.96414,P,ugm-3,13.797,P,ugm-3 (Ref.eq),1.05187,P,ugm-3
05-02-2026,12:00,18.100,P,ugm-3 (FIDAS),23.32038,P,ugm-3,47.21849,P,ugm-3,82.97591,P,ugm-3,10.85717,P,ugm-3,13.467,P,ugm-3 (Ref.eq),1.05187,P,ugm-3
05-02-2026,13:00,15.875,P,ugm-3 (FIDAS),25.17005,P,ugm-3,49.89923,P,ugm-3,88.49277,P,ugm-3,9.19918,P,ugm-3,12.170,P,ugm-3 (Ref.eq),0.98613,P,ugm-3
05-02-2026,14:00,16.175,P,ugm-3 (FIDAS),25.53273,P,ugm-3,51.07064,P,ugm-3,90.22028,P,ugm-3,7.80860,P,ugm-3,11.863,P,ugm-3 (Ref.eq),0.78890,P,ugm-3
05-02-2026,15:00,17.525,P,ugm-3 (FIDAS),24.04574,P,ugm-3,51.12162,P,ugm-3,87.99124,P,ugm-3,6.57848,P,ugm-3,12.925,P,ugm-3 (Ref.eq),0.98613,P,ugm-3
05-02-2026,16:00,17.425,P,ugm-3 (FIDAS),28.50671,P,ugm-3,54.25650,P,ugm-3,97.96618,P,ugm-3,5.34836,P,ugm-3,12.547,P,ugm-3 (Ref.eq),1.05187,P,ugm-3
05-02-2026,17:00,15.350,P,ugm-3 (FIDAS),26.54824,P,ugm-3,55.92203,P,ugm-3,96.62876,P,ugm-3,3.85082,P,ugm-3,11.203,P,ugm-3 (Ref.eq),0.65742,P,ugm-3
05-02-2026,18:00,14.375,P,ugm-3 (FIDAS),28.03523,P,ugm-3,56.31685,P,ugm-3,99.30360,P,ugm-3,3.20902,P,ugm-3,10.731,P,ugm-3 (Ref.eq),1.11761,P,ugm-3
05-02-2026,19:00,14.850,P,ugm-3 (FIDAS),25.31512,P,ugm-3,56.58681,P,ugm-3,95.40279,P,ugm-3,2.56721,P,ugm-3,12.241,P,ugm-3 (Ref.eq),1.11761,P,ugm-3
05-02-2026,20:00,17.125,P,ugm-3 (FIDAS),21.28936,P,ugm-3,54.84647,P,ugm-3,87.48971,P,ugm-3,4.43914,P,ugm-3,14.293,P,ugm-3 (Ref.eq),0.46019,P,ugm-3
05-02-2026,21:00,17.800,P,ugm-3 (FIDAS),16.28437,P,ugm-3,53.32591,P,ugm-3,78.29493,P,ugm-3,8.12951,P,ugm-3,14.764,P,ugm-3 (Ref.eq),1.31484,P,ugm-3
05-02-2026,22:00,14.400,P,ugm-3 (FIDAS),15.30513,P,ugm-3,52.70980,P,ugm-3,76.17734,P,ugm-3,7.75512,P,ugm-3,12.476,P,ugm-3 (Ref.eq),0.78890,P,ugm-3
05-02-2026,23:00,15.200,P,ugm-3 (FIDAS),16.21183,P,ugm-3,54.32875,P,ugm-3,79.18654,P,ugm-3,4.27869,P,ugm-3,13.208,P,ugm-3 (Ref.eq),0.98613,P,ugm-3
05-02-2026,24:00,17.900,P,ugm-3 (FIDAS),14.65231,P,ugm-3,50.31151,P,ugm-3,72.77806,P,ugm-3,4.76004,P,ugm-3,14.882,P,ugm-3 (Ref.eq),1.18335,P,ugm-3
06-02-2026,01:00,16.675,P,ugm-3 (FIDAS),10.20941,P,ugm-3,46.99971,P,ugm-3,62.65392,P,ugm-3,7.91886,P,ugm-3,14.363,P,ugm-3 (Ref.eq),1.22734,P,ugm-3
06-02-2026,02:00,17.450,P,ugm-3 (FIDAS),9.14492,P,ugm-3,43.80094,P,ugm-3,57.82296,P,ugm-3,9.48836,P,ugm-3,14.670,P,ugm-3 (Ref.eq),1.05200,P,ugm-3
06-02-2026,03:00,15.750,P,ugm-3 (FIDAS),10.52392,P,ugm-3,44.23206,P,ugm-3,60.36850,P,ugm-3,10.11260,P,ugm-3,13.632,P,ugm-3 (Ref.eq),0.92050,P,ugm-3
06-02-2026,04:00,15.775,P,ugm-3 (FIDAS),10.66907,P,ugm-3,42.33723,P,ugm-3,58.69625,P,ugm-3,12.89490,P,ugm-3,13.443,P,ugm-3 (Ref.eq),1.18350,P,ugm-3
06-02-2026,05:00,14.500,P,ugm-3 (FIDAS),12.55612,P,ugm-3,43.79167,P,ugm-3,63.04412,P,ugm-3,12.84139,P,ugm-3,12.642,P,ugm-3 (Ref.eq),0.78900,P,ugm-3
06-02-2026,06:00,12.975,P,ugm-3 (FIDAS),13.68109,P,ugm-3,45.13254,P,ugm-3,66.10992,P,ugm-3,10.59415,P,ugm-3,11.297,P,ugm-3 (Ref.eq),1.18350,P,ugm-3
06-02-2026,07:00,14.275,P,ugm-3 (FIDAS),13.17304,P,ugm-3,44.57374,P,ugm-3,64.77212,P,ugm-3,9.57754,P,ugm-3,12.359,P,ugm-3 (Ref.eq),1.64375,P,ugm-3
06-02-2026,08:00,14.325,P,ugm-3 (FIDAS),17.01971,P,ugm-3,48.37468,P,ugm-3,74.47121,P,ugm-3,6.95576,P,ugm-3,12.264,P,ugm-3 (Ref.eq),1.24925,P,ugm-3
06-02-2026,09:00,16.825,P,ugm-3 (FIDAS),23.62438,P,ugm-3,52.12741,P,ugm-3,88.35095,P,ugm-3,4.38748,P,ugm-3,12.689,P,ugm-3 (Ref.eq),1.44650,P,ugm-3
06-02-2026,10:00,14.300,P,ugm-3 (FIDAS),29.79357,P,ugm-3,51.30811,P,ugm-3,96.99095,P,ugm-3,3.85242,P,ugm-3,10.566,P,ugm-3 (Ref.eq),1.70950,P,ugm-3
06-02-2026,11:00,12.400,P,ugm-3 (FIDAS),30.80967,P,ugm-3,47.46469,P,ugm-3,94.70553,P,ugm-3,3.63840,P,ugm-3,8.868,P,ugm-3 (Ref.eq),1.64375,P,ugm-3
06-02-2026,12:00,12.450,P,ugm-3 (FIDAS),19.95915,P,ugm-3,44.75948,P,ugm-3,75.36308,P,ugm-3,10.64766,P,ugm-3,7.807,P,ugm-3 (Ref.eq),1.31500,P,ugm-3
06-02-2026,13:00,10.900,P,ugm-3 (FIDAS),8.52800,P,ugm-3,43.39048,P,ugm-3,56.46657,P,ugm-3,23.75658,P,ugm-3,6.651,P,ugm-3 (Ref.eq),1.11775,P,ugm-3
06-02-2026,14:00,10.825,P,ugm-3 (FIDAS),3.84667,P,ugm-3,34.79346,P,ugm-3,40.69161,P,ugm-3,49.43936,P,ugm-3,5.920,P,ugm-3 (Ref.eq),0.59175,P,ugm-3
06-02-2026,15:00,6.825,P,ugm-3 (FIDAS),1.88705,P,ugm-3,27.76463,P,ugm-3,30.65806,P,ugm-3,59.17742,P,ugm-3,3.726,P,ugm-3 (Ref.eq),0.65750,P,ugm-3
06-02-2026,16:00,5.150,P,ugm-3 (FIDAS),0.97981,P,ugm-3,20.62719,P,ugm-3,22.12954,P,ugm-3,71.64427,P,ugm-3,3.066,P,ugm-3 (Ref.eq),0.59175,P,ugm-3
06-02-2026,17:00,5.350,P,ugm-3 (FIDAS),0.47176,P,ugm-3,25.02941,P,ugm-3,25.75277,P,ugm-3,60.03351,P,ugm-3,3.750,P,ugm-3 (Ref.eq),0.52600,P,ugm-3
06-02-2026,18:00,11.600,P,ugm-3 (FIDAS),0.54434,P,ugm-3,27.53800,P,ugm-3,28.37264,P,ugm-3,58.48185,P,ugm-3,6.462,P,ugm-3 (Ref.eq),0.85475,P,ugm-3
06-02-2026,19:00,17.000,P,ugm-3 (FIDAS),0.36289,P,ugm-3,24.02576,P,ugm-3,24.58219,P,ugm-3,62.49478,P,ugm-3,9.552,P,ugm-3 (Ref.eq),0.92050,P,ugm-3
06-02-2026,20:00,18.575,P,ugm-3 (FIDAS),0.50805,P,ugm-3,22.07519,P,ugm-3,22.85419,P,ugm-3,63.08335,P,ugm-3,10.307,P,ugm-3 (Ref.eq),0.78900,P,ugm-3
06-02-2026,21:00,24.625,P,ugm-3 (FIDAS),0.32660,P,ugm-3,21.85173,P,ugm-3,22.35251,P,ugm-3,62.17374,P,ugm-3,13.443,P,ugm-3 (Ref.eq),0.46025,P,ugm-3
06-02-2026,22:00,27.225,P,ugm-3 (FIDAS),0.39918,P,ugm-3,23.69141,P,ugm-3,24.30348,P,ugm-3,58.53535,P,ugm-3,15.354,P,ugm-3 (Ref.eq),0.26300,P,ugm-3
06-02-2026,23:00,23.800,P,ugm-3 (FIDAS),0.47176,P,ugm-3,27.31483,P,ugm-3,28.03819,P,ugm-3,53.50581,P,ugm-3,13.137,P,ugm-3 (Ref.eq),0.52600,P,ugm-3
06-02-2026,24:00,18.675,P,ugm-3 (FIDAS),0.39918,P,ugm-3,24.13734,P,ugm-3,24.74941,P,ugm-3,54.62943,P,ugm-3,10.307,P,ugm-3 (Ref.eq),0.78900,P,ugm-3
07-02-2026,01:00,18.275,P,ugm-3 (FIDAS),0.19366,P,ugm-3,19.47854,P,ugm-3,19.77548,P,ugm-3,59.95139,P,ugm-3,9.741,P,ugm-3 (Ref.eq),0.61375,P,ugm-3
07-02-2026,02:00,17.850,P,ugm-3 (FIDAS),0.19366,P,ugm-3,16.43044,P,ugm-3,16.72738,P,ugm-3,63.51992,P,ugm-3,9.009,P,ugm-3 (Ref.eq),1.22749,P,ugm-3
07-02-2026,03:00,17.300,P,ugm-3 (FIDAS),0.29049,P,ugm-3,16.56076,P,ugm-3,17.00617,P,ugm-3,62.78837,P,ugm-3,8.679,P,ugm-3 (Ref.eq),1.05213,P,ugm-3
07-02-2026,04:00,17.675,P,ugm-3 (FIDAS),0.25418,P,ugm-3,14.44188,P,ugm-3,14.83161,P,ugm-3,67.07061,P,ugm-3,8.443,P,ugm-3 (Ref.eq),1.38093,P,ugm-3
07-02-2026,05:00,17.450,P,ugm-3 (FIDAS),0.29049,P,ugm-3,12.65771,P,ugm-3,13.10311,P,ugm-3,67.55236,P,ugm-3,8.326,P,ugm-3 (Ref.eq),1.24941,P,ugm-3
07-02-2026,06:00,18.050,P,ugm-3 (FIDAS),0.25418,P,ugm-3,12.54611,P,ugm-3,12.93584,P,ugm-3,67.55236,P,ugm-3,8.326,P,ugm-3 (Ref.eq),0.65758,P,ugm-3
07-02-2026,07:00,16.175,P,ugm-3 (FIDAS),0.25418,P,ugm-3,13.21521,P,ugm-3,13.60493,P,ugm-3,67.17767,P,ugm-3,7.759,P,ugm-3 (Ref.eq),0.98637,P,ugm-3
07-02-2026,08:00,10.900,P,ugm-3 (FIDAS),0.72621,P,ugm-3,16.84054,P,ugm-3,17.95405,P,ugm-3,62.84190,P,ugm-3,6.203,P,ugm-3 (Ref.eq),0.65758,P,ugm-3
07-02-2026,09:00,8.550,P,ugm-3 (FIDAS),0.98039,P,ugm-3,19.62901,P,ugm-3,21.13225,P,ugm-3,61.23606,P,ugm-3,5.259,P,ugm-3 (Ref.eq),0.92062,P,ugm-3
07-02-2026,10:00,8.100,P,ugm-3 (FIDAS),1.56136,P,ugm-3,22.25095,P,ugm-3,24.64500,P,ugm-3,58.50613,P,ugm-3,4.458,P,ugm-3 (Ref.eq),0.52607,P,ugm-3
07-02-2026,11:00,9.175,P,ugm-3 (FIDAS),1.70660,P,ugm-3,21.97249,P,ugm-3,24.58924,P,ugm-3,59.57669,P,ugm-3,4.953,P,ugm-3 (Ref.eq),0.52607,P,ugm-3
07-02-2026,12:00,6.450,P,ugm-3 (FIDAS),2.25126,P,ugm-3,23.20040,P,ugm-3,26.65229,P,ugm-3,56.52559,P,ugm-3,3.491,P,ugm-3 (Ref.eq),0.85486,P,ugm-3
07-02-2026,13:00,6.975,P,ugm-3 (FIDAS),1.30718,P,ugm-3,22.13886,P,ugm-3,24.14318,P,ugm-3,58.55966,P,ugm-3,3.962,P,ugm-3 (Ref.eq),0.78910,P,ugm-3
07-02-2026,14:00,10.550,P,ugm-3 (FIDAS),1.45243,P,ugm-3,18.18038,P,ugm-3,20.40740,P,ugm-3,63.53776,P,ugm-3,6.439,P,ugm-3 (Ref.eq),0.65758,P,ugm-3
07-02-2026,15:00,10.325,P,ugm-3 (FIDAS),1.48874,P,ugm-3,17.84591,P,ugm-3,20.12861,P,ugm-3,61.39664,P,ugm-3,6.509,P,ugm-3 (Ref.eq),0.78910,P,ugm-3
07-02-2026,16:00,10.000,P,ugm-3 (FIDAS),0.87146,P,ugm-3,15.72571,P,ugm-3,17.06192,P,ugm-3,63.16307,P,ugm-3,6.156,P,ugm-3 (Ref.eq),0.59182,P,ugm-3
07-02-2026,17:00,8.425,P,ugm-3 (FIDAS),0.58097,P,ugm-3,17.84385,P,ugm-3,18.73466,P,ugm-3,59.89786,P,ugm-3,5.684,P,ugm-3 (Ref.eq),0.72334,P,ugm-3
07-02-2026,18:00,11.000,P,ugm-3 (FIDAS),0.47204,P,ugm-3,21.41211,P,ugm-3,22.13590,P,ugm-3,54.97328,P,ugm-3,7.429,P,ugm-3 (Ref.eq),0.72334,P,ugm-3
07-02-2026,19:00,12.925,P,ugm-3 (FIDAS),1.74291,P,ugm-3,20.69014,P,ugm-3,23.36257,P,ugm-3,55.02681,P,ugm-3,8.066,P,ugm-3 (Ref.eq),0.65758,P,ugm-3
07-02-2026,20:00,13.225,P,ugm-3 (FIDAS),0.47204,P,ugm-3,23.53091,P,ugm-3,24.25470,P,ugm-3,52.72510,P,ugm-3,8.278,P,ugm-3 (Ref.eq),0.72334,P,ugm-3
07-02-2026,21:00,12.000,P,ugm-3 (FIDAS),0.43573,P,ugm-3,22.58295,P,ugm-3,23.25105,P,ugm-3,53.09980,P,ugm-3,7.925,P,ugm-3 (Ref.eq),0.65758,P,ugm-3
07-02-2026,22:00,11.725,P,ugm-3 (FIDAS),0.29049,P,ugm-3,18.84684,P,ugm-3,19.29224,P,ugm-3,55.99031,P,ugm-3,7.571,P,ugm-3 (Ref.eq),0.35071,P,ugm-3
07-02-2026,23:00,10.975,P,ugm-3 (FIDAS),0.36311,P,ugm-3,21.46762,P,ugm-3,22.02438,P,ugm-3,52.40393,P,ugm-3,7.099,P,ugm-3 (Ref.eq),0.59182,P,ugm-3
07-02-2026,24:00,10.000,P,ugm-3 (FIDAS),0.39942,P,ugm-3,20.68710,P,ugm-3,21.29953,P,ugm-3,52.08277,P,ugm-3,6.203,P,ugm-3 (Ref.eq),0.59182,P,ugm-3
08-02-2026,01:00,10.100,P,ugm-3 (FIDAS),0.53287,P,ugm-3,23.20292,P,ugm-3,24.01997,P,ugm-3,47.12421,P,ugm-3,5.826,P,ugm-3 (Ref.eq),0.87689,P,ugm-3
08-02-2026,02:00,9.475,P,ugm-3 (FIDAS),0.29066,P,ugm-3,21.04588,P,ugm-3,21.49155,P,ugm-3,50.62282,P,ugm-3,5.330,P,ugm-3 (Ref.eq),0.61382,P,ugm-3
08-02-2026,03:00,9.825,P,ugm-3 (FIDAS),0.25432,P,ugm-3,19.80020,P,ugm-3,20.19016,P,ugm-3,53.38959,P,ugm-3,5.472,P,ugm-3 (Ref.eq),0.85497,P,ugm-3
08-02-2026,04:00,10.525,P,ugm-3 (FIDAS),0.14533,P,ugm-3,17.68060,P,ugm-3,17.90343,P,ugm-3,54.24639,P,ugm-3,6.038,P,ugm-3 (Ref.eq),0.98650,P,ugm-3
08-02-2026,05:00,9.900,P,ugm-3 (FIDAS),0.29066,P,ugm-3,20.58110,P,ugm-3,21.02677,P,ugm-3,48.46297,P,ugm-3,5.778,P,ugm-3 (Ref.eq),0.39460,P,ugm-3
08-02-2026,06:00,9.900,P,ugm-3 (FIDAS),0.25432,P,ugm-3,17.90389,P,ugm-3,18.29385,P,ugm-3,51.19403,P,ugm-3,6.156,P,ugm-3 (Ref.eq),1.11803,P,ugm-3
08-02-2026,07:00,9.800,P,ugm-3 (FIDAS),0.18166,P,ugm-3,16.62096,P,ugm-3,16.89950,P,ugm-3,53.97864,P,ugm-3,6.509,P,ugm-3 (Ref.eq),0.72343,P,ugm-3
08-02-2026,08:00,13.775,P,ugm-3 (FIDAS),0.47232,P,ugm-3,19.41018,P,ugm-3,20.13439,P,ugm-3,48.78427,P,ugm-3,8.538,P,ugm-3 (Ref.eq),0.78920,P,ugm-3
08-02-2026,09:00,12.525,P,ugm-3 (FIDAS),1.23529,P,ugm-3,27.10836,P,ugm-3,29.00244,P,ugm-3,41.66209,P,ugm-3,7.736,P,ugm-3 (Ref.eq),0.92073,P,ugm-3
08-02-2026,10:00,13.150,P,ugm-3 (FIDAS),2.68856,P,ugm-3,27.78028,P,ugm-3,31.90268,P,ugm-3,42.46534,P,ugm-3,7.901,P,ugm-3 (Ref.eq),0.92073,P,ugm-3
08-02-2026,11:00,13.375,P,ugm-3 (FIDAS),1.45328,P,ugm-3,15.78665,P,ugm-3,18.01498,P,ugm-3,59.28011,P,ugm-3,7.123,P,ugm-3 (Ref.eq),0.98650,P,ugm-3
08-02-2026,12:00,11.875,P,ugm-3 (FIDAS),1.92559,P,ugm-3,16.45679,P,ugm-3,19.40932,P,ugm-3,58.26266,P,ugm-3,6.533,P,ugm-3 (Ref.eq),0.85497,P,ugm-3
08-02-2026,13:00,12.350,P,ugm-3 (FIDAS),1.34428,P,ugm-3,15.06139,P,ugm-3,17.12259,P,ugm-3,62.11828,P,ugm-3,6.958,P,ugm-3 (Ref.eq),0.52613,P,ugm-3
08-02-2026,14:00,12.475,P,ugm-3 (FIDAS),1.41695,P,ugm-3,15.67503,P,ugm-3,17.84766,P,ugm-3,63.08218,P,ugm-3,7.359,P,ugm-3 (Ref.eq),0.72343,P,ugm-3
08-02-2026,15:00,11.100,P,ugm-3 (FIDAS),0.79930,P,ugm-3,16.17588,P,ugm-3,17.40146,P,ugm-3,64.58159,P,ugm-3,6.722,P,ugm-3 (Ref.eq),0.65767,P,ugm-3
08-02-2026,16:00,11.075,P,ugm-3 (FIDAS),1.27162,P,ugm-3,19.02121,P,ugm-3,20.97099,P,ugm-3,59.17301,P,ugm-3,6.297,P,ugm-3 (Ref.eq),1.05227,P,ugm-3
08-02-2026,17:00,11.925,P,ugm-3 (FIDAS),1.12629,P,ugm-3,21.30768,P,ugm-3,23.03463,P,ugm-3,53.81799,P,ugm-3,6.486,P,ugm-3 (Ref.eq),0.65767,P,ugm-3
08-02-2026,18:00,12.400,P,ugm-3 (FIDAS),1.41695,P,ugm-3,24.43154,P,ugm-3,26.60416,P,ugm-3,49.10557,P,ugm-3,7.076,P,ugm-3 (Ref.eq),0.78920,P,ugm-3
08-02-2026,19:00,11.150,P,ugm-3 (FIDAS),0.69031,P,ugm-3,18.68551,P,ugm-3,19.74397,P,ugm-3,53.92509,P,ugm-3,6.675,P,ugm-3 (Ref.eq),0.65767,P,ugm-3
08-02-2026,20:00,10.825,P,ugm-3 (FIDAS),1.08996,P,ugm-3,18.85356,P,ugm-3,20.52480,P,ugm-3,54.46059,P,ugm-3,7.028,P,ugm-3 (Ref.eq),0.85497,P,ugm-3
08-02-2026,21:00,12.600,P,ugm-3 (FIDAS),0.47232,P,ugm-3,18.62934,P,ugm-3,19.35355,P,ugm-3,50.87273,P,ugm-3,9.316,P,ugm-3 (Ref.eq),0.78920,P,ugm-3
08-02-2026,22:00,11.575,P,ugm-3 (FIDAS),0.72664,P,ugm-3,21.41850,P,ugm-3,22.53266,P,ugm-3,45.41060,P,ugm-3,9.127,P,ugm-3 (Ref.eq),0.98650,P,ugm-3
08-02-2026,23:00,11.925,P,ugm-3 (FIDAS),0.32699,P,ugm-3,19.74456,P,ugm-3,20.24593,P,ugm-3,46.74936,P,ugm-3,9.363,P,ugm-3 (Ref.eq),1.11803,P,ugm-3
08-02-2026,24:00,12.125,P,ugm-3 (FIDAS),0.98096,P,ugm-3,24.65385,P,ugm-3,26.15797,P,ugm-3,39.62718,P,ugm-3,9.599,P,ugm-3 (Ref.eq),0.98650,P,ugm-3
09-02-2026,01:00,12.075,P,ugm-3 (FIDAS),0.67859,P,ugm-3,21.42424,P,ugm-3,22.46474,P,ugm-3,41.50080,P,ugm-3,9.505,P,ugm-3 (Ref.eq),0.61390,P,ugm-3
09-02-2026,02:00,11.200,P,ugm-3 (FIDAS),0.24236,P,ugm-3,17.40678,P,ugm-3,17.77839,P,ugm-3,42.64368,P,ugm-3,8.585,P,ugm-3 (Ref.eq),0.96470,P,ugm-3
09-02-2026,03:00,6.650,P,ugm-3 (FIDAS),0.14541,P,ugm-3,13.50136,P,ugm-3,13.72432,P,ugm-3,55.55464,P,ugm-3,4.929,P,ugm-3 (Ref.eq),0.78930,P,ugm-3
09-02-2026,04:00,2.600,P,ugm-3 (FIDAS),0.25447,P,ugm-3,10.99096,P,ugm-3,11.38114,P,ugm-3,64.12623,P,ugm-3,1.981,P,ugm-3 (Ref.eq),0.85508,P,ugm-3
09-02-2026,05:00,1.825,P,ugm-3 (FIDAS),0.25447,P,ugm-3,11.99518,P,ugm-3,12.38536,P,ugm-3,62.73335,P,ugm-3,1.368,P,ugm-3 (Ref.eq),0.78930,P,ugm-3
09-02-2026,06:00,1.750,P,ugm-3 (FIDAS),0.32718,P,ugm-3,14.17108,P,ugm-3,14.67275,P,ugm-3,63.37621,P,ugm-3,1.156,P,ugm-3 (Ref.eq),0.39465,P,ugm-3
09-02-2026,07:00,3.225,P,ugm-3 (FIDAS),0.76342,P,ugm-3,21.14541,P,ugm-3,22.31597,P,ugm-3,53.46531,P,ugm-3,1.981,P,ugm-3 (Ref.eq),0.85508,P,ugm-3
